text,place,place_num,area,area_num,latlon
Όταν κάν ο μπάρμπας σου τη θειά σου συ να κατσουλώνης τ' αυτιά σου,"{'Αθήνα', 'Λακωνία'}",2,"{'Αθήνα', 'Λακωνία'}",2,"[(37.9839412, 23.7283052), (36.76027945, 22.79046431389755)]"
Όταν κοιμάται ο γυιόκας μας ψωμί δε μας γυρεύει,"{'Ιωάννινα>Μέγα Περιστέρι', 'Αρκαδία>Γορτυνία'}",2,"{'Αρκαδία', 'Ιωάννινα'}",2,"[(38.0368583, 23.6689264), (39.6639818, 20.8522784)]"
Όταν λέγεις την αλήθεια το Θεό έχεις βοήθεια,"{'Θράκη>Σουφλί', 'Κοζάνη>Βόϊο>Γαλατινή'}",2,"{'Θράκη', 'Κοζάνη'}",2,"[(40.8464241, 25.8759377), (40.3007259, 21.7883119)]"
"Όταν λείπη ο γάτος, χορεύουν τα ποντίκια","{'Θράκη>Αίνος', 'Φιλιππούπολη'}",2,"{'Θράκη', 'Φιλιππούπολη'}",2,"[(40.8464241, 25.8759377), (39.6327644, 22.3965233)]"
Όταν πήγαινες εσύ εγύριζα εγώ,"{'Μήλος', 'Θράκη>Αίνος', 'Αχαΐα>Πάτρα'}",3,"{'Θράκη', 'Μήλος', 'Αχαΐα'}",3,"[(40.8464241, 25.8759377), (36.70934405, 24.506833813253667), (38.0692748, 21.87273042232539)]"
"Όταν πήγαινες εσύ, εγώ γύριζα","{'Θεσπρωτία>Κωστάνα', 'Ρούμελη'}",2,"{'Ρούμελη', 'Θεσπρωτία'}",2,"[(35.4049682, 24.7001033), (39.54401235, 20.308355368968883)]"
Όταν πωλούν αγοράζουν (ή αγόραζε),"{'Θεσσαλία', 'Λακωνία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5594194, 21.6848495)]"
"Όταν συ πήγαινες, εγώ γύριζα","{'Ιωάννινα>Μέγα Περιστέρι', 'Ανατολική Θράκη'}",2,"{'Ιωάννινα', 'Ανατολική Θράκη'}",2,"[(39.6639818, 20.8522784), (41.6759327, 26.5587225)]"
Ότι βρέξει ας κατεβάση,"{'Μικρά Ασία>Σινώπη', 'Θεσπρωτία>Παραμυθιά'}",2,"{'Μικρά Ασία', 'Θεσπρωτία'}",2,"[(38.1846366, 23.5122768), (39.54401235, 20.308355368968883)]"
Ότι γράφει δε ξεγράφει,"{'Μικρά Ασία>Βουρλά', 'Κορινθία>Τρίκαλα'}",2,"{'Κορινθία', 'Μικρά Ασία'}",2,"[(37.96299085, 22.733342367236247), (38.1846366, 23.5122768)]"
Ότι γράφει δεν ξεγράφει,"{'Λέσβος>Πλαγιά', 'Καστοριά', 'Άνδρος'}",3,"{'Άνδρος', 'Καστοριά', 'Λέσβος'}",3,"[(37.8408347, 24.86238235981581), (40.5217946, 21.2634954), (39.17584185, 25.99891345023241)]"
Ότι γράφει η μοίρα δεν ξεγράφεται,"{'Αμοργός', 'Χίος>Κάμπος'}",2,"{'Αμοργός', 'Χίος'}",2,"[(36.85252415, 25.89848696771565), (38.37581315, 26.064655246170453)]"
"Ότι γράφει, δεν ξεγράφει","{'Κρήτη>Ινναχώριο>Έλος', 'Άνδρος'}",2,"{'Κρήτη', 'Άνδρος'}",2,"[(35.3084952, 24.46334231842296), (37.8408347, 24.86238235981581)]"
Ότι θέλ' ο παπάς στην ενορία του ναν τα 'δη στη γειτονιά του,"{'Μάνη', 'Λακωνία'}",2,"{'Μάνη', 'Λακωνία'}",2,"[(41.4097472, 26.4024952), (36.76027945, 22.79046431389755)]"
Ότι θα κάμνης σήμερον μη το γερνάς γ' αύριον,"{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
Ότι σπείρεις θα θερίσης,"{'Θράκη>Σουφλί', 'Μικρά Ασία>Κύζικος>Αρτάκη', 'Αχαΐα>Πάτρα'}",3,"{'Θράκη', 'Αχαΐα', 'Μικρά Ασία'}",3,"[(40.8464241, 25.8759377), (38.0692748, 21.87273042232539), (38.1846366, 23.5122768)]"
Ότινος μέλλει να πνιγή ποτέ του δεν πεθαίνει,"{'Επτάνησος', 'Κεφαλληνία>Άσσος'}",2,"{'Επτάνησος', 'Κεφαλληνία'}",2,"[(38.8351105, 20.7094392), (38.2379344, 20.560883)]"
Όχι αυγό μόνε κοκό,"{'Ιωάννινα', 'Καστοριά'}",2,"{'Ιωάννινα', 'Καστοριά'}",2,"[(39.6639818, 20.8522784), (40.5217946, 21.2634954)]"
Ύπαγε οπίσω μου Σατανα,"{'Θράκη>Σαράντα Εκκλησίες', 'Θράκη>Αίνος', 'Λακωνία', 'Μικρά Ασία>Λιβίσσι (Λειβίσσι)'}",4,"{'Θράκη', 'Λακωνία', 'Μικρά Ασία'}",3,"[(40.8464241, 25.8759377), (36.76027945, 22.79046431389755), (38.1846366, 23.5122768)]"
"Ύπαγε οπίσω μου, Σατανα","{'Αμοργός', 'Μικρά Ασία>Σινώπη', 'Κρήτη', 'Ήπειρος', 'Ιωάννινα>Νεγάδες'}",5,"{'Αμοργός', 'Ιωάννινα', 'Κρήτη', 'Ήπειρος', 'Μικρά Ασία'}",5,"[(36.85252415, 25.89848696771565), (39.6639818, 20.8522784), (35.3084952, 24.46334231842296), (37.9574332, 23.7108518), (38.1846366, 23.5122768)]"
Ύστερα απ' τη βροχή και το χαλάζι,"{'Αμοργός', 'Ρούμελη'}",2,"{'Αμοργός', 'Ρούμελη'}",2,"[(36.85252415, 25.89848696771565), (35.4049682, 24.7001033)]"
Ώ του θαύματος,"{'Λακωνία', 'Μικρά Ασία>Λιβίσσι (Λειβίσσι)'}",2,"{'Λακωνία', 'Μικρά Ασία'}",2,"[(36.76027945, 22.79046431389755), (38.1846366, 23.5122768)]"
"Ώρας δουλειά, χρόνου αναμελιά","{'Μικρά Ασία>Βιθυνία>Σιγή', 'Μικρά Ασία>Βιθυνία>Τρίγλεια', 'Κεφαλληνία>Αργοστόλι'}",3,"{'Κεφαλληνία', 'Μικρά Ασία'}",2,"[(38.2379344, 20.560883), (38.1846366, 23.5122768)]"
"Α δεν κάτσ' η πέτρα στη θάλασσα, δε μαλλιάζει","{'Ιθάκη', 'Κεφαλληνία>Πύλαρος'}",2,"{'Ιθάκη', 'Κεφαλληνία'}",2,"[(38.401896050000005, 20.67009288735949), (38.2379344, 20.560883)]"
"Α δεν τ' αργάσης το πετσί, παπούτσι δεν το κάνεις","{'Επτάνησος', 'Κεφαλληνία>Λειβαθώ'}",2,"{'Επτάνησος', 'Κεφαλληνία'}",2,"[(38.8351105, 20.7094392), (38.2379344, 20.560883)]"
Αέρα κοπανάς,"{'Ήπειρος', 'Μακεδονία>Ρουμλούκι'}",2,"{'Μακεδονία', 'Ήπειρος'}",2,"[(40.6860291, 23.6933899), (37.9574332, 23.7108518)]"
Αέρα κοπανίζει,"{'Ρόδος', 'Θράκη>Καρυές', 'Ήπειρος', 'Ημαθία>Βασσαράς', 'Αδριανούπολη', 'Θράκη>Αίνος', 'Μακεδονία', 'Ανατολική Θράκη'}",8,"{'Ημαθία', 'Ρόδος', 'Ήπειρος', 'Θράκη', 'Αδριανούπολη', 'Μακεδονία', 'Ανατολική Θράκη'}",7,"[(40.51703795, 22.18071972652394), (36.17262995, 27.919418145633188), (37.9574332, 23.7108518), (40.8464241, 25.8759377), (41.6759327, 26.5587225), (40.6860291, 23.6933899), (41.6759327, 26.5587225)]"
Αέρα κοπανίζεις,"{'Κρήτη', 'Μικρά Ασία>Τσεσμές (Κρήνη)', 'Μακεδονία>Βογατσικό'}",3,"{'Μακεδονία', 'Κρήτη', 'Μικρά Ασία'}",3,"[(40.6860291, 23.6933899), (35.3084952, 24.46334231842296), (38.1846366, 23.5122768)]"
Αέρα κουπανάς,"{'Ήπειρος>Ζαγόρι', 'Ανατολική Θράκη'}",2,"{'Ήπειρος', 'Ανατολική Θράκη'}",2,"[(37.9574332, 23.7108518), (41.6759327, 26.5587225)]"
Αέρα τηγανίζεις,"{'Ήπειρος', 'Αχαΐα>Πάτρα'}",2,"{'Αχαΐα', 'Ήπειρος'}",2,"[(38.0692748, 21.87273042232539), (37.9574332, 23.7108518)]"
Αέρας και γυναίκα δεν κλειδώνονται,"{'Θεσπρωτία>Κωστάνα', 'Αχαΐα>Πάτρα'}",2,"{'Αχαΐα', 'Θεσπρωτία'}",2,"[(38.0692748, 21.87273042232539), (39.54401235, 20.308355368968883)]"
Αβάσταχτο κακό της πεθεράς η γκρίνια,"{'Επτάνησος', 'Αχαΐα>Πάτρα'}",2,"{'Επτάνησος', 'Αχαΐα'}",2,"[(38.8351105, 20.7094392), (38.0692748, 21.87273042232539)]"
Αγάλι' αγάλια γένεται η αγουρίδα μέλι,"{'Θράκη>Πετροχώρι Μετρών', 'Εύβοια>Κάρυστος'}",2,"{'Θράκη', 'Εύβοια'}",2,"[(40.8464241, 25.8759377), (38.49417235, 23.91108439913793)]"
Αγάλι' αγάλια γίνεται η αγουρίδα μέλι,"{'Ιωάννινα>Χουλιαράδες', 'Φιλιππούπολη'}",2,"{'Ιωάννινα', 'Φιλιππούπολη'}",2,"[(39.6639818, 20.8522784), (39.6327644, 22.3965233)]"
Αγάλια - αγάλια γίνεται η αγουρίδα μέλι,"{'Μεσσηνία>Αετός Τριφυλίας', 'Ήπειρος>Ζαγόρι', 'Θεσπρωτία>Παραμυθιά'}",3,"{'Μεσσηνία', 'Ήπειρος', 'Θεσπρωτία'}",3,"[(36.986899050000005, 21.82712495001949), (37.9574332, 23.7108518), (39.54401235, 20.308355368968883)]"
Αγάλια αγάλια γίνεται η αγουρίδα μέλι,"{'Ημαθία>Βασσαράς', 'Κοζάνη>Μηλιά', 'Θεσπρωτία>Παραμυθιά', 'Κοζάνη>Βόϊο>Βυθός', 'Πέλλα>Γιαννιτσά>Αραβησσός', 'Θράκη>Σουφλί'}",6,"{'Πέλλα', 'Ημαθία', 'Θράκη', 'Θεσπρωτία', 'Κοζάνη'}",5,"[(40.7541229, 22.517832973183303), (40.51703795, 22.18071972652394), (40.8464241, 25.8759377), (39.54401235, 20.308355368968883), (40.3007259, 21.7883119)]"
